x,y
-2.2350166663195763,0.34898631713431866
-0.772865749426153,2.4859620676491176
4.56656094937532,-3.41543418032253
-2.568820770648764,-5.026837964094989
7.106305467656863,1.0663432469263938
1.6793081201805222,-4.690729347608669
-0.0040949615240612166,1.7823679454457984
-0.8846519168704874,3.764969686892381
8.091408939749904,-3.3147198948288317
-3.5773053609184386,-3.072146229350018
5.621697060057717,3.6482436096038953
-0.47434736227776964,0.12795882540305997
-2.857902691688525,3.1150950521011445
-1.329656384379938,-0.9102678880924976
2.1307642003523988,-0.6579822832912742
-0.8223809772424624,0.03701321935176276
2.783743948275768,5.762725764193416
2.0492018128612868,2.8115997826849344
-0.6994892173539353,-2.4772925210905092
2.2889518128229027,0.5993428861019997
-4.979200270624123,-1.1482436819895931
-0.29013958218543756,-1.7866025345996754
5.186074580897445,1.6794366291577587
4.806112212610268,0.9219884157825585
0.284857427487772,-3.2780923616358724
0.04175336618798352,0.04568873986404068
-4.7848985941198166,-1.8883461441963822
-1.1314890948072682,1.447178404195025
1.6147253919499716,-2.034614686878217
1.641043608896597,-0.6372762527198095
-10.043670086992348,-1.6964571118303982
3.7764602404983245,-5.886320148196878
0.39441920145439074,5.548414249648505
-2.6621453355366826,0.007521781496900514
-4.564056900297724,5.6953089958225025
-0.29166419448815,0.16319394977906354
4.740051629269678,2.3151743812591836
-3.0647005637385893,-2.2654727343056056
1.7322595658315452,-2.1844236927202902
-7.410351592421844,-0.18634279523677227
-5.180744313936833,5.656986137473041
0.6187567321710344,-3.1681126986025143
-2.445213451318588,-6.612891557558721
-3.848116603731763,3.5571312088924474
7.8112515092233705,2.542387796196355
-0.3221488851736021,-1.511857814788708
-3.347735347517268,7.209180647689092
-0.6606204565253121,7.404704405218765
4.877318283635214,-6.0927875097119575
-2.330833385157521,-2.3416579346083783
-0.27946227437008814,-0.2110998858981372
10.4868368338935,-3.7702975606616556
0.8013947748253649,2.157777098637311
-0.00550201564218664,0.38563202223475307
-3.656831130073055,0.3727016811093862
1.7898964866103015,1.14660204494895
1.99570316369232,4.944127652226812
3.279382896700196,0.24953114724102937
-4.101154231591472,-2.100018461488918
-0.7687090317109537,0.8832104096950657
-1.6741646652478828,-3.2750661971452306
