x,y,z
-1.623719818950586,-1.4616729540745317,0.12778658304083287
-1.5571781379559413,-2.701964668689565,0.3400706253106009
3.52793239904062,3.992314839667942,0.06922607740930165
1.7038290442025397,1.6717472201708425,-0.241108764361911
3.1850183398745093,2.684931576429436,-0.42757295991966976
-0.07078401108726115,-1.6972505148060975,0.2757475152926677
3.636044658582759,2.835182708665173,-0.24190785980017812
-3.862614037347886,-3.3955135167414303,-0.08200414910836086
0.12421055935994293,-2.855809436762501,-0.016705567434137928
-5.564000982743947,-5.37683475845659,0.026302657318100338
-2.134399930507733,-0.8678228488801295,-0.7736155236166432
4.458542417874758,4.755939213777736,-0.27687050188230705
-3.370267212328213,-3.815991109016563,-0.7492405322143287
5.4169136869765,1.52828456788287,-0.0906764306818584
0.8160516403407312,0.21577071944553616,0.41784805507344397
-3.1617989407971936,-3.4027645599787757,-0.8267633023392297
-2.0831942134199783,-1.2977962462605297,0.11982683986748117
-1.8642351462286324,-3.5115508380770724,0.7779876157299491
2.097720501017336,3.1572817259056554,-0.6535069519724392
1.4754002154633243,3.6198693212196327,-0.10104606695107544
-2.467775549150762,-2.132670024746616,-0.040650119023730884
-3.5677148803929253,-3.90240099987092,-0.6896769034550233
1.810012178173459,2.5895149963712676,0.1531800182215372
4.803753270267911,3.7793782555173365,-0.22529970975936103
1.9737975327199666,0.027961875066216536,-0.24336708369846408
1.4498255921685268,2.540938391945758,0.31337133625267266
0.6765323832322149,0.1221043869218464,0.054192453025701616
3.047215773436002,1.425350289070231,-0.3641461083920306
2.561207662107958,0.9158072349759683,0.06276539733442311
-0.8761607045780065,-3.1206566463861756,0.00973230800513527
0.36083587397387185,0.8438020887282274,-0.005011163338563628
4.873489609678336,3.08820154223987,0.011395701822647451
-1.2517656774955142,-4.383099487259759,0.13389932859127687
-3.1497084012404337,-3.366119670765287,0.21309251041521576
2.0098386244138977,1.8410293265076092,-0.6277771062049942
5.753612471669378,7.086884653903701,-0.3814868951175542
2.22787710041139,0.2671516623895685,-0.5460789178700868
0.9919631298055667,-0.03981483293917354,0.14638753805828641
-1.4662024617216673,-1.0124525404067972,0.09240968896577802
-3.5659933881339936,-5.075798975422283,-0.021276182193003312
-3.9961635010385534,-2.2078341525120138,-0.5506466936154613
-0.10491602978820182,1.8157572433322895,0.1967781912991946
-0.38082351205340376,-0.688676157829725,-0.1486454593525088
-0.6108649566153262,-0.9677758669604255,-0.016490629020960896
0.26421755427765475,-0.6947203975769068,0.20609282030705908
-6.724468357383823,-9.23750696287455,0.125489511015042
